年月,房屋類型,地址,屋齡,格局,出售樓層_總樓層,建物坪數,土地坪數,車位坪數,車位總價,每坪單價,成交總價,googleAPI_return_Address,lat,lng,street
10408(實價),透天厝,嘉義市嘉義市大雅路一段368巷61~90號,0.2,5房/2廳/4衛,1 /共4層,72.2,53.16,--,--萬,16.2萬,1170萬,600台灣嘉義市東區大雅路一段32號,23.4802408,120.5032865,盧厝里
10408(實價),透天厝,嘉義市嘉義市大雅路一段368巷61~90號,0.2,4房/2廳/4衛,1 /共4層,68.29,41.57,--,--萬,13.2萬,898萬,600台灣嘉義市東區大雅路一段32號,23.4802408,120.5032865,盧厝里
10408(實價),透天厝,嘉義市嘉義市大雅路一段368巷61~90號,0.2,5房/2廳/4衛,1 /共4層,104.37,259.34,--,--萬,21.1萬,2200萬,600台灣嘉義市東區大雅路一段32號,23.4802408,120.5032865,盧厝里
10408(實價),透天厝,嘉義市嘉義市大雅路一段368巷61~90號,0.2,4房/2廳/4衛,1 /共3層,68.82,50.99,--,--萬,14.2萬,980萬,600台灣嘉義市東區大雅路一段32號,23.4802408,120.5032865,盧厝里
10408(實價),透天厝,嘉義市嘉義市大雅路一段368巷61~90號,0.2,5房/2廳/4衛,1 /共4層,78.81,54.47,--,--萬,15.9萬,1250萬,600台灣嘉義市東區大雅路一段32號,23.4802408,120.5032865,盧厝里
10408(實價),透天厝,嘉義市嘉義市大雅路一段368巷31~60號,0.2,5房/2廳/4衛,1 /共4層,83.17,65.2,--,--萬,16.8萬,1400萬,600台灣嘉義市東區大雅路一段32號,23.4802408,120.5032865,盧厝里
10408(實價),華廈,嘉義市嘉義市民生南路510巷1~30號,24.3,3房/2廳/2衛,5 /共9層,44.12,8.79,--,--萬,8.1萬,358萬,600台灣嘉義市西區民生南路850巷1弄30號,23.4545835,120.4393273,湖內里
10408(實價),透天厝,嘉義市嘉義市南京路481~510號,7.3,6房/3廳/3衛,1 /共5層,91.65,39.73,--,--萬,23.5萬,2150萬,600台灣嘉義市西區南京路514-516號,23.4668902,120.4359427,福民里
10408(實價),店面(店鋪),嘉義市嘉義市中興路211~240號,27.1,5房/2廳/5衛,1 /共1層,110.72,318.84,--,--萬,100.8萬,11158萬,600台灣嘉義市西區中興路211號,23.4823206,120.4351487,竹圍里
10408(實價),華廈,嘉義市嘉義市忠孝路571~600號,24.3,3房/2廳/2衛,8 /共10層,42.87,8.65,--,--萬,8.9萬,380萬,600台灣嘉義市東區忠孝路583號,23.5020163,120.4485322,後湖里
10408(實價),透天厝,嘉義市嘉義市大雅路一段368巷61~90號,0.2,4房/2廳/4衛,1 /共3層,64.82,45.44,--,--萬,14萬,905萬,600台灣嘉義市東區大雅路一段32號,23.4802408,120.5032865,盧厝里
10408(實價),套房,嘉義市嘉義市小雅路181~210號,22.2,1房/1廳/1衛,11 /共16層,14.56,1.73,--,--萬,4.9萬,72萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里
10408(實價),華廈,嘉義市嘉義市東洋新?601~630號,30.8,3房/2廳/2衛,4 /共6層,24.76,5.98,--,--萬,10萬,248萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里
10408(實價),華廈,嘉義市嘉義市泰瑞二街61~90號,23,3房/2廳/2衛,3 /共7層,35.24,6.32,--,--萬,8.2萬,290萬,600台灣嘉義市西區泰山三街70號,23.4857978,120.4256421,福安里
10408(實價),華廈,嘉義市嘉義市興村街1~30號,30.7,3房/2廳/1衛,3 /共7層,30.66,6.05,--,--萬,10萬,308萬,600台灣嘉義市西區博愛路一段482巷30號,23.4864012,120.4425852,重興里
10408(實價),透天厝,嘉義市嘉義市北?街148巷1~30號,43.7,2房/2廳/1衛,1 /共1層,15.6,16.64,--,--萬,11.2萬,175萬,600台灣嘉義市西區民生南路850巷1弄30號,23.4545835,120.4393273,湖內里
10408(實價),透天厝,嘉義市嘉義市日新街119巷1~30號,14.9,4房/3廳/3衛,1 /共4層,63.26,24.96,--,--萬,13萬,820萬,600台灣嘉義市東區日新街1號,23.466713,120.4684457,短竹里
10408(實價),店面(店鋪),嘉義市嘉義市仁愛路241~270號,49.9,2房/2廳/1衛,1 /共2層,15.57,11.65,--,--萬,38.5萬,600萬,600台灣嘉義市西區仁愛路241號,23.4714735,120.4425284,垂楊里
10408(實價),華廈,嘉義市嘉義市忠孝北街211~240號,21.6,1房/1廳/1衛,5 /共7層,10.14,1.79,--,--萬,7.9萬,80萬,600台灣嘉義市東區忠孝北街211號,23.5161577,120.4431115,荖藤里
10408(實價),透天厝,嘉義市嘉義市北港路268巷31~60號,45.2,3房/2廳/1衛,1 /共2層,21.06,13.92,--,--萬,9萬,190萬,600台灣嘉義市西區北港路196-198號,23.4770479,120.4353905,福全里
10408(實價),住宅大樓,嘉義市嘉義市忠孝路781~810號,19.8,3房/2廳/2衛,5 /共11層,28.29,4.52,--,--萬,9.9萬,280萬,600台灣嘉義市東區忠孝路782號,23.5097412,120.4461873,荖藤里
10408(實價),華廈,嘉義市嘉義市自強街195巷31~60號,24.8,4房/2廳/2衛,7 /共8層,44.27,5.19,--,--萬,8.5萬,375萬,600台灣嘉義市西區自強街195巷27號,23.464458,120.4203273,劉厝里
10408(實價),住宅大樓,嘉義市嘉義市興達路481~510號,20.8,3房/2廳/2衛,11 /共16層,38.29,3.78,--,--萬,9.5萬,365萬,600台灣嘉義市西區興達路480號,23.484986,120.431949,竹圍里
10408(實價),住宅大樓,嘉義市嘉義市西區德明路61~90號,20,2房/1廳/1衛,16 /共18層,25.08,1.88,--,--萬,10萬,250萬,600台灣嘉義市西區德明路90號,23.4814836,120.4320387,福全里
10408(實價),透天厝,嘉義市嘉義市興南里4鄰吳鳳南路83巷31~60號,37.7,3房/1廳/2衛,1 /共2層,19.66,0,--,--萬,2.3萬,45萬,600台灣嘉義市西區嘉義,23.4800663,120.4491054,
10408(實價),華廈,嘉義市嘉義市永福一街31~60號,24.3,3房/1廳/2衛,7 /共8層,26.82,3.54,--,--萬,9.7萬,260萬,600台灣嘉義市西區永福一街22號,23.4726134,120.4252421,磚磘里
10408(實價),透天厝,嘉義市嘉義市忠孝路211~240號,73.8,3房/2廳/2衛,1 /共1層,27.27,39.33,--,--萬,52.1萬,1420萬,600台灣嘉義市東區忠孝路106號,23.4913384,120.4531722,
10408(實價),透天厝,嘉義市嘉義市國華街16巷1~30號,14.5,11房/1廳/4衛,1 /共4層,20.91,0,--,--萬,1.4萬,30萬,600台灣嘉義市西區國華街16巷3號,23.470445,120.44981,育英里
10408(實價),華廈,嘉義市嘉義市軍輝路61~90號,20.3,3房/2廳/2衛,4 /共7層,55,10.55,--,--萬,7.3萬,400萬,600台灣嘉義市東區軍輝路90號,23.4561836,120.4626483,興仁里
10408(實價),透天厝,嘉義市嘉義市西區西平里大統路110巷1~30號,0.9,5房/2廳/5衛,1 /共4層,90.89,53.35,--,--萬,19.6萬,1780萬,600台灣嘉義市西區大統路30號,23.4696881,120.4277597,磚磘里
10408(實價),住宅大樓(含車位),嘉義市嘉義市忠孝路781~810號,19.8,2房/1廳/2衛,5 /共11層,31.51,4.24,--,--萬,6.1萬,192萬,600台灣嘉義市東區忠孝路782號,23.5097412,120.4461873,荖藤里
10408(實價),華廈,嘉義市嘉義市興村街31~60號,31.8,2房/1廳/1衛,6 /共8層,21.19,2.58,--,--萬,7.3萬,155萬,600台灣嘉義市東區興村街60號,23.4549917,120.4570036,興村里
10408(實價),住宅大樓,嘉義市嘉義市彌陀路121~150號,19.4,3房/2廳/2衛,4 /共20層,43.05,2.96,--,--萬,8.8萬,380萬,600台灣嘉義市東區彌陀路121號,23.4666592,120.4667133,芳草里
10408(實價),透天厝,嘉義市嘉義市日新街218巷31~60號,1.8,5房/2廳/4衛,1 /共4層,74.73,52.41,--,--萬,21.4萬,1600萬,600台灣嘉義市東區日新街31號,23.4674925,120.4687269,短竹里
10408(實價),透天厝,嘉義市嘉義市文化路193巷1~30號,42.5,3房/2廳/2衛,1 /共2層,27.6,17.55,--,--萬,10.4萬,288萬,600台灣嘉義市西區垂楊路402號,23.4741274,120.4497741,文化里
10408(實價),華廈,嘉義市嘉義市八德路361~390號,21.8,4房/2廳/2衛,3 /共8層,40.5,7.45,--,--萬,8.9萬,360萬,600台灣嘉義市西區八德路360-366號,23.491668,120.4300767,保安里
10408(實價),透天厝,嘉義市嘉義市五顯街148巷1~30號,20.3,6房/2廳/3衛,1 /共4層,38.3,13.31,--,--萬,7.8萬,300萬,600台灣嘉義市西區五顯街148巷21號,23.4864588,120.4455162,北榮里
10408(實價),透天厝,嘉義市嘉義市忠義街197巷1~30號,42.9,3房/2廳/2衛,1 /共2層,29.56,20.27,--,--萬,6.8萬,200萬,600台灣嘉義市西區忠義街1號,23.4740467,120.4477428,新富里
10408(實價),透天厝,嘉義市嘉義市西區新民路481~510號,8.3,5房/2廳/3衛,1 /共4層,79.21,30.86,--,--萬,15.2萬,1200萬,600台灣嘉義市西區新民路481號,23.458158,120.438172,光路里
10408(實價),透天厝,嘉義市嘉義市安寮里15鄰吳鳳南路521巷8弄1~30號,34.4,4房/2廳/2衛,1 /共2層,14.24,11.13,--,--萬,5.3萬,75萬,600台灣嘉義市東區吳鳳南路521巷8弄9號,23.4611868,120.4579828,安寮里
10408(實價),住宅大樓,嘉義市嘉義市義教街601~630號,21.1,3房/2廳/2衛,10 /共11層,32.77,5.01,--,--萬,11萬,360萬,600台灣嘉義市東區義教街601號,23.4983986,120.4573523,頂庄里
10408(實價),套房,嘉義市嘉義市彌陀路241~270號,23.3,1房/1廳/1衛,9 /共12層,9.93,1.52,--,--萬,8.9萬,88萬,600台灣嘉義市東區彌陀路237號,23.4684617,120.4657539,芳草里
10408(實價),住宅大樓,嘉義市嘉義市忠孝路781~810號,19.8,3房/2廳/2衛,4 /共11層,27.7,3.95,--,--萬,11.2萬,310萬,600台灣嘉義市東區忠孝路782號,23.5097412,120.4461873,荖藤里
10408(實價),住宅大樓,嘉義市嘉義市保建街31~60號,22.2,3房/2廳/2衛,8 /共13層,35.41,6.2,--,--萬,9萬,320萬,600台灣嘉義市東區保建街60號,23.5006199,120.4530035,後湖里
10408(實價),華廈,嘉義市嘉義市嘉義市東洋新301~330號,29.8,2房/1廳/1衛,1 /共5層,39.68,8.79,--,--萬,7.5萬,298萬,找不到位址,無,無,無
10408(實價),住宅大樓,嘉義市嘉義市蘭井街331~360號,19.8,0房/0廳/0衛,-1 /共16層,249.55,14.49,--,--萬,0.8萬,200萬,600台灣嘉義市西區蘭井街260號,23.4771987,120.4459214,西榮里
10408(實價),透天厝,嘉義市嘉義市中正路254巷1~30號,33.5,6房/2廳/5衛,1 /共3層,92,32.37,--,--萬,6.5萬,600萬,600台灣嘉義市西區中正路732-1號,23.4785841,120.4419921,書院里
10408(實價),透天厝,嘉義市嘉義市北港路721~750號,49.3,4房/4廳/2衛,1 /共2層,38.93,55.32,--,--萬,28.3萬,1100萬,600台灣嘉義市西區北港路717號,23.485987,120.416824,大溪里
10408(實價),透天厝,嘉義市嘉義市大聖路181~210號,1.3,4房/2廳/3衛,1 /共4層,63.88,40.99,--,--萬,13.3萬,850萬,600台灣嘉義市西區大聖路156號,23.4617412,120.4184082,劉厝里
10408(實價),透天厝,嘉義市嘉義市西區西平里大統路91~120號,0.9,5房/2廳/6衛,1 /共4層,65.87,36.41,--,--萬,22.8萬,1500萬,600台灣嘉義市西區大統路90號,23.4707458,120.4262717,磚磘里
10408(實價),住宅大樓(含車位),嘉義市嘉義市博東路151~180號,17.4,4房/2廳/2衛,16 /共22層,54.92,5.6,--,--萬,8.4萬,460萬,600台灣嘉義市東區博東路80-112號,23.4908563,120.4605339,太平里
10408(實價),住宅大樓,嘉義市嘉義市蘭井街451~480號,22.6,0房/0廳/0衛,8 /共15層,9.24,0.7,--,--萬,16.2萬,150萬,600台灣嘉義市西區蘭井街449號,23.4767978,120.4426592,書院里
10408(實價),透天厝,嘉義市嘉義市立仁路312巷1~30號,2.4,0房/0廳/0衛,1 /共3層,72.58,37.35,--,--萬,18.6萬,1350萬,600台灣嘉義市東區立仁路141-1號,23.4641073,120.4622139,芳安里
10408(實價),透天厝,嘉義市嘉義市頂福街42巷1~30號,46.1,4房/2廳/1衛,1 /共2層,12.57,14.52,--,--萬,4.8萬,60萬,找不到位址,無,無,無
10408(實價),住宅大樓,嘉義市嘉義市蘭井街451~480號,22.6,0房/0廳/0衛,8 /共15層,11.42,0.86,--,--萬,15.8萬,180萬,600台灣嘉義市西區蘭井街449號,23.4767978,120.4426592,書院里
10408(實價),透天厝,嘉義市嘉義市東區彌陀路241巷1~30號,41.9,3房/1廳/1衛,1 /共2層,19.22,18.76,--,--萬,7.2萬,138萬,600台灣嘉義市東區彌陀路241巷1號,23.4682177,120.4657,芳草里
10408(實價),華廈,嘉義市嘉義市新榮路301~330號,21.7,0房/0廳/0衛,4 /共8層,17.99,2.15,--,--萬,8.9萬,160萬,600台灣嘉義市西區新榮路301號,23.4782794,120.4442146,西榮里
10408(實價),透天厝,嘉義市嘉義市西區福安里四維路121~150號,33.7,5房/2廳/4衛,1 /共3層,51,25.41,--,--萬,15.7萬,800萬,600台灣嘉義市西區四維路122號,23.4805192,120.4259763,福安里
10408(實價),套房,嘉義市嘉義市北鎮街34巷1~30號,25.3,1房/1廳/1衛,5 /共6層,14.55,3.55,--,--萬,6萬,88萬,600台灣嘉義市西區北鎮街25巷21號,23.4883155,120.4322644,竹圍里
10408(實價),華廈(含車位),嘉義市嘉義市湖子內路1巷91~120號,22.2,2房/1廳/1衛,5 /共6層,33.37,5.28,--,--萬,8.7萬,290萬,600台灣嘉義市西區湖子內路92號,23.4532894,120.4423487,湖內里
10408(實價),住宅大樓,嘉義市嘉義市友愛路481~510號,15.8,5房/1廳/2衛,2 /共12層,43.21,5,--,--萬,9.1萬,395萬,600台灣嘉義市西區友愛路510號,23.4886401,120.4349389,保安里
10408(實價),住宅大樓,嘉義市嘉義市興達路541~570號,23.2,4房/2廳/2衛,1 /共15層,47.33,6.17,--,--萬,8.5萬,400萬,600台灣嘉義市西區興達路543號,23.4849038,120.4292597,保福里
10408(實價),透天厝,嘉義市嘉義市臺林街295巷1弄1~30號,40.2,5房/2廳/3衛,1 /共2層,24.25,24.5,--,--萬,17.7萬,430萬,找不到位址,無,無,無
10408(實價),透天厝,嘉義市嘉義市五福街203巷1~30號,37.6,3房/2廳/2衛,1 /共2層,26.21,21.48,--,--萬,12.1萬,318萬,600台灣嘉義市東區五福街203巷1號,23.4880593,120.4696815,王田里
10408(實價),透天厝,嘉義市嘉義市新民路756巷1~30號,44.5,4房/2廳/1衛,1 /共2層,22.86,17.85,--,--萬,6.3萬,145萬,600台灣嘉義市西區新民路756巷21號,23.4695786,120.4406201,自強里
10408(實價),住宅大樓,嘉義市嘉義市博東路91~120號,17.4,2房/1廳/1衛,12 /共22層,25.53,2.92,--,--萬,6.7萬,172萬,600台灣嘉義市東區博東路24-80號,23.4905823,120.4615667,太平里
10408(實價),透天厝,嘉義市嘉義市軍輝路162巷1~30號,39,3房/2廳/2衛,1 /共2層,25.63,21.78,--,--萬,13.3萬,340萬,600台灣嘉義市東區軍輝路162巷11號,23.4564755,120.4608005,興仁里
10408(實價),套房,嘉義市嘉義市中山路61~90號,35.5,1房/1廳/1衛,2 /共7層,13.46,3.03,--,--萬,7.8萬,105萬,600台灣嘉義市東區中山路76-88號,23.482229,120.459426,中山里
10408(實價),透天厝,嘉義市嘉義市新建街91巷61~90號,39.8,5房/1廳/4衛,1 /共2層,33.52,27.53,--,--萬,15.2萬,508萬,600台灣嘉義市西區新建街91巷59號,23.4699438,120.4368789,車店里
10408(實價),住宅大樓,嘉義市嘉義市向榮街211~240號,19.8,2房/1廳/1衛,8 /共12層,26.93,3.41,--,--萬,7.8萬,210萬,600台灣嘉義市西區向榮街30-94號,23.4883545,120.4458192,
10408(實價),住宅大樓(含車位),嘉義市嘉義市林森東路721~750號,12.4,4房/2廳/2衛,5 /共13層,60.55,14.95,--,--萬,7.8萬,470萬,600台灣嘉義市東區林森東路750號,23.4923366,120.4778693,圳頭里
10408(實價),住宅大樓,嘉義市嘉義市忠孝路781~810號,19.8,2房/2廳/1衛,2 /共11層,31.03,5.08,--,--萬,10.6萬,330萬,600台灣嘉義市東區忠孝路782號,23.5097412,120.4461873,荖藤里
10408(實價),套房,嘉義市嘉義市中興路481~510號,22.5,1房/1廳/1衛,6 /共7層,13.97,2.77,--,--萬,7.9萬,110萬,600台灣嘉義市西區福全街141號,23.4791193,120.4294451,福全里
10408(實價),透天厝,嘉義市嘉義市宣信街98巷1~30號,33.2,3房/2廳/2衛,1 /共2層,31.08,24.5,--,--萬,10.6萬,330萬,600台灣嘉義市東區宣信街30號,23.463079,120.4645467,芳安里
10408(實價),透天厝,嘉義市嘉義市育人路258巷58弄1~30號,16.8,4房/2廳/3衛,1 /共4層,54.5,23.75,--,--萬,10.4萬,565萬,600台灣嘉義市西區育人路213-315號,23.4729062,120.4148592,港坪里
10408(實價),華廈,嘉義市嘉義市民權路31~60號,20.3,2房/2廳/1衛,4 /共7層,23.94,2.52,--,--萬,10.4萬,250萬,600台灣嘉義市東區民權路32號,23.4843151,120.4647076,王田里
10408(實價),透天厝,嘉義市嘉義市姜安街86巷1~30號,0.7,4房/3廳/5衛,1 /共4層,66.46,25.52,--,--萬,12.4萬,822萬,600台灣嘉義市西區興達路861號,23.4816379,120.4234869,福安里
10408(實價),透天厝,嘉義市嘉義市大雅路二段331~360號,8.8,7房/3廳/8衛,1 /共4層,124.73,76.38,--,--萬,26.5萬,3300萬,600台灣嘉義市東區大雅路二段350號,23.4774055,120.475001,長竹里
10408(實價),住宅大樓,嘉義市嘉義市南京路61~90號,21.8,3房/2廳/2衛,7 /共12層,34.39,3.49,--,--萬,8萬,275萬,600台灣嘉義市西區南京路61號,23.456272,120.44052,湖內里
10408(實價),華廈,嘉義市嘉義市德明路31~60號,22.5,3房/2廳/3衛,3 /共7層,57.45,9.59,--,--萬,8.7萬,500萬,600台灣嘉義市西區德明路40號,23.4804358,120.4318721,福全里
10408(實價),透天厝,嘉義市嘉義市林森東路679巷31~60號,40.9,1房/1廳/1衛,1 /共2層,23.84,16.94,--,--萬,6.7萬,160萬,600台灣嘉義市東區林森東路60號,23.4867484,120.4566382,林森里
10408(實價),住宅大樓,嘉義市嘉義市博東路151~180號,17.4,3房/2廳/2衛,13 /共22層,45.69,5.6,--,--萬,11.2萬,510萬,600台灣嘉義市東區博東路80-112號,23.4908563,120.4605339,太平里
10408(實價),透天厝,嘉義市嘉義市彌陀路241巷1~30號,8.9,5房/1廳/5衛,1 /共3層,41.5,22.99,--,--萬,12.9萬,535萬,600台灣嘉義市東區彌陀路241巷1號,23.4682177,120.4657,芳草里
10408(實價),公寓(含車位),嘉義市嘉義市吳鳳南路166巷91~120號,22.7,3房/2廳/2衛,4 /共5層,41.91,8.86,--,--萬,6萬,250萬,600台灣嘉義市東區吳鳳南路166巷91號,23.4633775,120.4535294,安業里
10407(實價),透天厝,嘉義市嘉義市大同路492巷1~30號,0.2,4房/2廳/4衛,1 /共3層,56.84,29.52,--,--萬,13.2萬,750萬,600台灣嘉義市西區大同路11號,23.474944,120.4326618,磚磘里
10407(實價),店面(店鋪),嘉義市嘉義市文化路271~300號,0,13房/0廳/14衛,1 /共5層,222.82,63.75,--,--萬,34.8萬,7750萬,600台灣嘉義市東區文化路265-273號,23.4837062,120.4487044,北門里
10408(實價),華廈,嘉義市嘉義市北港路241~270號,21.2,3房/2廳/2衛,7 /共10層,33.52,5.27,--,--萬,8.5萬,285萬,600台灣嘉義市西區北港路244號,23.4781834,120.433642,福全里
10408(實價),華廈,嘉義市嘉義市永春一街1~30號,18.1,3房/1廳/1衛,6 /共6層,50.74,10.21,--,--萬,5.9萬,300萬,600台灣嘉義市西區永春一街30號,23.4776669,120.4265968,西平里
10408(實價),公寓,嘉義市嘉義市上海路91~120號,31.5,3房/2廳/2衛,4 /共5層,26.86,8.92,--,--萬,6萬,160萬,600台灣嘉義市西區上海路120號,23.4655479,120.432025,車店里
10408(實價),透天厝,嘉義市嘉義市友平街31~60號,16.3,7房/2廳/7衛,1 /共5層,65.22,19.06,--,--萬,18.4萬,1200萬,600台灣嘉義市西區友平街31號,23.4801153,120.4348262,福全里
10407(實價),住宅大樓,嘉義市嘉義市忠孝路781~810號,19.8,3房/2廳/2衛,5 /共11層,40.92,6.49,--,--萬,8.6萬,350萬,600台灣嘉義市東區忠孝路782號,23.5097412,120.4461873,荖藤里
10407(實價),透天厝,嘉義市嘉義市信義路55巷1~30號,29.1,4房/3廳/3衛,1 /共2層,31.81,22.08,--,--萬,13.4萬,425萬,600台灣嘉義市西區信義路49-1號,23.4743187,120.4343596,西平里
10407(實價),透天厝,嘉義市嘉義市世賢路四段421~450號,1,4房/2廳/4衛,1 /共4層,78.26,0,--,--萬,7.3萬,572萬,600台灣嘉義市西區阿里山公路412號,23.4639062,120.4505986,美源里
10407(實價),透天厝,嘉義市嘉義市世賢路四段421~450號,1,5房/2廳/5衛,1 /共4層,78.27,0,--,--萬,7.3萬,572萬,600台灣嘉義市西區阿里山公路412號,23.4639062,120.4505986,美源里
10407(實價),華廈,嘉義市嘉義市永吉一街61~90號,20.4,3房/2廳/3衛,7 /共7層,35.27,4.79,--,--萬,10.5萬,370萬,600台灣嘉義市西區永吉一街23號,23.4931552,120.4377395,新厝里
10407(實價),透天厝,嘉義市嘉義市世賢路四段421~450號,1,5房/2廳/5衛,1 /共4層,78.26,0,--,--萬,7.3萬,572萬,600台灣嘉義市西區阿里山公路412號,23.4639062,120.4505986,美源里
10407(實價),透天厝,嘉義市嘉義市世賢路四段421~450號,1,4房/2廳/4衛,1 /共4層,78.7,0,--,--萬,7.2萬,567萬,600台灣嘉義市西區阿里山公路412號,23.4639062,120.4505986,美源里
10407(實價),透天厝,嘉義市嘉義市大同路438巷1弄1~30號,0.2,4房/2廳/4衛,1 /共4層,69.81,31.58,--,--萬,11.5萬,800萬,600台灣嘉義市西區大同路438巷1弄32號,23.4749078,120.4159637,港坪里
10407(實價),店面(店鋪),嘉義市嘉義市新生路811~840號,0.1,4房/3廳/3衛,3 /共3層,64.65,31.76,--,--萬,54.1萬,3500萬,600台灣嘉義市東區新生路795號,23.4958412,120.452788,仁義里
10407(實價),公寓,嘉義市嘉義市竹圍路31~60號,10.8,3房/2廳/3衛,1 /共4層,55.61,22.08,--,--萬,13.8萬,770萬,600台灣嘉義市西區竹圍路29-33號,23.4878458,120.4327692,竹圍里
10407(實價),店面(店鋪),嘉義市嘉義市新生路811~840號,0.1,4房/3廳/3衛,3 /共3層,65.84,32.37,--,--萬,57.7萬,3800萬,600台灣嘉義市東區新生路795號,23.4958412,120.452788,仁義里
10407(實價),透天厝,嘉義市嘉義市玉山路956巷15弄91~120號,0.1,3房/3廳/4衛,1 /共3層,53.3,30.18,--,--萬,11.3萬,600萬,600台灣嘉義市西區玉山路104號,23.4726976,120.4290426,磚磘里
